2023,10,13,14,27,1502,15
2023,10,13,14,24,1709,15
2023,10,13,14,18,1877,3
2023,10,15,14,28,1754,0
2023,10,15,14,23,1436,7
2023,10,26,14,39,1811,15
2023,10,13,14,27,1502,15
2023,10,13,14,24,1709,15
2023,10,13,14,18,1877,3
2023,10,15,14,28,1754,0
2023,10,15,14,23,1436,7
2023,10,26,14,39,1811,15
2023,10,13,14,27,1502,15
2023,10,13,14,24,1709,15
2023,10,13,14,18,1877,3
2023,10,15,14,28,1754,0
2023,10,15,14,23,1436,7
2023,10,26,14,39,1811,15
2023,10,13,14,27,1502,15
2023,10,13,14,24,1709,15
2023,10,13,14,18,1877,3
2023,10,15,14,28,1754,0
2023,10,15,14,23,1436,7
2023,10,26,14,39,1811,15
2023,10,13,14,27,1502,15
2023,10,13,14,24,1709,15
2023,10,13,14,18,1877,3
2023,10,15,14,28,1754,0
2023,10,15,14,23,1436,7
2023,10,26,14,39,1811,15
2023,10,13,14,27,1502,15
2023,10,13,14,24,1709,15
2023,10,13,14,18,1877,3
2023,10,15,14,28,1754,0
2023,10,15,14,23,1436,7
2023,10,26,14,39,1811,15
2023,10,13,14,27,1502,15
2023,10,13,14,24,1709,15
2023,10,13,14,18,1877,3
2023,10,15,14,28,1754,0
2023,10,15,14,23,1436,7
2023,10,26,14,39,1811,15
2023,10,13,14,27,1502,15
2023,10,13,14,24,1709,15
2023,10,13,14,18,1877,3
2023,10,15,14,28,1754,0
2023,10,15,14,23,1436,7
2023,10,26,14,39,1811,15
2023,10,13,14,27,1502,15
2023,10,13,14,24,1709,15
2023,10,13,14,18,1877,3
2023,10,15,14,28,1754,0
2023,10,15,14,23,1436,7
2023,10,26,14,39,1811,15
